"id","line_id","example","translation","created_at","updated_at"
1394,1394,"St. Petersburg was once the capital of `*Imperial* Russia`.","サンクトペテルブルクはかつて`*帝政*ロシア`の首都であった。","2023/9/9 7:15","2024/8/24 11:53"
1395,1395,"They `were *hostile* to the new executive` who joined the company.","彼らは会社に加わった`新しい役員に*敵対的で*あった`。","2023/9/9 7:15","2024/8/24 11:54"
1396,1396,"We are often deceived by `superficial resemblance`.","私たちはしばしば`*表面的な*類似`に騙される。","2023/9/9 7:15","2024/8/24 11:55"
1397,1397,"Japan is a country with `*scarce* energy resources`.","日本は`エネルギー資源が*乏しい*`国である。","2023/9/9 7:15","2024/8/24 11:56"
1398,1398,"Investments showed `a *gross* profit` of $2 million.","投資は200万ドルの`*総*利益`を生んだ。","2023/9/9 7:15","2024/8/24 11:57"
1399,1399,"The Russian language is difficult to learn due to `its *inherent* properties`.","ロシア語は`その*本来的に備わった*特性`のせいで習得するのが難しい。","2023/9/9 7:15","2024/8/24 11:58"
1400,1400,"`The *notable* characteristic` of the English weather is its changeability.","イングランドの天気で`*注目に値する*特徴`はその変わりやすさである。","2023/9/9 7:15","2024/8/24 11:59"
1401,1401,"The store manager `*updates* the sales data` once a week.","店長は1週間に1回、`売上データを*最新のものにする*`。","2023/9/9 7:15","2024/8/26 18:20"
1402,1402,"Music helps `*refresh* your mind` after a long day at work.","職場での長い1日の後、音楽が`気分を*さわやかにする*`のに役立つ。","2023/9/9 7:15","2024/8/26 18:22"
1403,1403,"I think that `these lilies will *bloom*` in a few days.","私は`これらの百合は`数日経てば`*花が咲く*`と思う。","2023/9/9 7:15","2024/8/26 18:24"
1404,1404,"Some people fear that aliens may appear and `*conquer* the Earth`.","宇宙人が現れて`地球を*征服する*`かもしれないと恐れている人もいる。","2023/9/9 7:15","2024/8/26 18:25"
1405,1405,"`The medicine may *induce* sleep`, so don’t take it before driving.","`その薬は眠気を*引き起こす*こともある`ので、運転する前には飲まないように。","2023/9/9 7:15","2024/8/26 18:26"
1406,1406,"He `*attained* most of his knowledge` at university.","彼は大学で`自身の知識の大半を*得た*`。","2023/9/9 7:15","2024/8/26 18:27"
1407,1407,"The man `*sprayed* all the plants with an insecticide`.","その男性は`すべての植物に殺虫剤を*吹きかけた*`。","2023/9/9 7:15","2024/8/26 18:28"
1408,1408,"She successfully `*retrieved* necessary information` from the database.","彼女はデータベースから首尾よく`必要な情報を*検索した*`。","2023/9/9 7:15","2024/8/26 18:29"
1409,1409,"The detective `is *portrayed* as an intelligent character`.","その刑事は`聡明な人物として*描か*れている`。","2023/9/9 7:15","2024/8/26 18:30"
1410,1410,"`The cat *scratched* me` on the arm.","`その猫は私`の腕`を*引っかいた*`。","2023/9/9 7:15","2024/8/26 18:31"
1411,1411,"The wetland `was *designated* as a conservation area`.","その湿地は`保護地域に*指定さ*れた`。","2023/9/9 7:15","2024/8/26 18:32"
1412,1412,"The company’s actual work style `*contradicted* what he learned in taining`.","その会社の実際の働き方は、`彼が研修で学んだことと*矛盾していた*`。","2023/9/9 7:15","2024/8/26 18:33"
1413,1413,"She `*sighed* with relief` to hear that her son was safe.","彼女は息子が無事だと聞いて`安堵の*ため息をついた*`。","2023/9/9 7:15","2024/8/26 18:34"
1414,1414,"Climate change could `*disrupt* the agricultural economy`.","気候変動は`農業経済を*混乱させ*`かねない。","2023/9/9 7:15","2024/8/26 18:35"
1415,1415,"In Japan, trains almost always `*depart* on time`.","日本では、列車はほとんどいつも`時間通りに*出発する*`。","2023/9/9 7:15","2024/8/26 18:36"
1416,1416,"She always `*navigates* for her husband when they go for a drive`.","`ドライブに行くときは`彼女がいつも`夫を*誘導する*`。","2023/9/9 7:15","2024/8/26 18:38"
1417,1417,"She `*begged* the concert attendant to let her enter the hall`.","彼女は`コンサートの案内係にホールに入れてくれるよう*切に頼んだ*`。","2023/9/9 7:15","2024/8/26 18:39"
1418,1418,"`America is *inhabited* by many people` from all over the world.","`アメリカには`世界中から来た`多くの人々が*住んでいる*`。","2023/9/9 7:15","2024/8/26 18:40"
1419,1419,"The doctor `*diagnosed* the patient with mild illness`.","医師は`患者が軽い病気にかかっていると*診断した*`。","2023/9/9 7:15","2024/8/26 18:41"
1420,1420,"She could not `*comprehend* what he was saying`.","彼女は`彼の言っていることを*理解する*`ことができなかった。","2023/9/9 7:15","2024/8/26 18:42"
1421,1421,"We `are *obliged* to educate children, work and pay taxes`.","私たちは`子供を教育し、勤労し、納税する*義務が*ある`。","2023/9/9 7:15","2024/8/26 18:43"
1422,1422,"The boy `*crammed* his mouth with a piece of bread`.","その少年は`口に1切れのパンを*詰め込んだ*`。","2023/9/9 7:15","2024/8/26 18:44"
1423,1423,"Many people `*flocked* to the new restaurant featured on TV`.","多くの人が`テレビで特集されたその新しいレストランに*群がった*`。","2023/9/9 7:15","2024/8/26 18:45"
1424,1424,"We should not `*underestimate* our own talents`.","私たちは`自分自身の才能を*過小評価する*`べきではない。","2023/9/9 7:15","2024/8/26 18:54"
1425,1425,"The man `*clarified* the main point` of his presentation.","その男性は自分のプレゼンの`最重要ポイントを*明確にした*`。","2023/9/9 7:15","2024/8/26 18:55"
1426,1426,"His comments on  a review site `*sparked* a flood of protests`.","レビューサイト上での彼の意見は`大量の抗議を*引き起こした*`。","2023/9/9 7:15","2024/8/26 18:56"
1427,1427,"I failed to `*seize* the opportunity` to meet the mayor of our city.","私は市長に会う`チャンスを*つかみ*`損ねた。","2023/9/9 7:15","2024/8/26 19:02"
1428,1428,"`The stock price` of the company `has *soared*`.","その会社の`株価が*急上昇した*`。","2023/9/9 7:15","2024/8/26 19:04"
1429,1429,"The metal `*glowed* in the dark`, giving off a soft green light.","その金属は`暗闇の中で*光り輝き*`、柔らかい緑色の光を放っていた。","2023/9/9 7:15","2024/8/26 19:06"
1430,1430,"She `*disguised* herself as a man`, so nobody could recognize her.","彼女は`男性に*変装した*`ので、誰も彼女だと気づかなかった。","2023/9/9 7:15","2024/8/26 19:07"
1431,1431,"He `negatively *distorted* his friend’s message` by mistake.","彼は誤って`友人の伝言を否定的に*歪めた*`。","2023/9/9 7:15","2024/8/26 19:08"
1432,1432,"The new theory accounts for what `*undermines* health`.","その新しい理論は何が`健康を*むしばむ*`かの説明となる。","2023/9/9 7:15","2024/8/26 19:09"
1433,1433,"We should `*abolish* the outdated practice` as it is no longer useful.","もはや役に立たないので、`その時代遅れの慣例を*廃止する*`べきである。","2023/9/9 7:15","2024/8/26 19:12"
1434,1434,"First, we need to `*strip* the tape from the package`.","まず`包みからテープを*剥がす*`必要がある。","2023/9/9 7:15","2024/8/26 19:13"
1435,1435,"His will indicated how to `*dispose* of his property`.","彼の遺言は`自分の財産を*処分する*`方法を示していた。","2023/9/9 7:15","2024/8/26 19:15"
1436,1436,"It is illegal to `*dump* waste into the river`.","`川にごみを*投棄する*`のは違法である。","2023/9/9 7:15","2024/8/26 19:15"
1437,1437,"This beautiful scarf `is *woven* from silk thread`.","この美しいスカーフは`絹糸で*織ら*れている`。","2023/9/9 7:15","2024/8/26 19:16"
1438,1438,"He greatly `*refined* his manners` as he became an adult.","彼は大人になって大いに`行儀作法を*洗練した*`。","2023/9/9 7:15","2024/8/26 19:17"
1439,1439,"The goal of this treatment is to `*enrich* the quality of your life`.","この治療の目的は`あなたの生活の質を*豊かにする*`ことである。","2023/9/9 7:15","2024/8/26 19:18"
1440,1440,"The guide `*coordinated* a travel schedule` for the people on the tour.","案内人がツアーの人々のために`旅行日程を*調整した*`。","2023/9/9 7:15","2024/8/26 19:19"
1441,1441,"Their sudden marriage `grabbed the newspaper *headlines*` this week.","彼らの突然の結婚は今週の`新聞の*大見出し*で取り上げられた`。","2023/9/9 7:15","2024/8/26 19:21"
1442,1442,"He has completed `a one-year *internship* with a law firm` in Tokyo.","彼は東京の`法律事務所での1年間の*実務研修*`を終了した。","2023/9/9 7:15","2024/8/26 19:22"
1443,1443,"A lot of tourists rushed to `the *outlets* that sell famous brands`.","多くの観光客が`有名ブランド品を売る*直売店*`に殺到した。","2023/9/9 7:15","2024/8/26 19:23"
1444,1444,"He tried some `fork *remedies*` for his illness.","彼は自分の病気に`民間*療法*`をいくつか試した。","2023/9/9 7:15","2024/8/26 19:24"
1445,1445,"The doctor gave her five days’ worth of `*pills* for her cold`.","医師は彼女に5日分の`風邪薬の*錠剤*`を出した。","2023/9/9 7:15","2024/8/26 19:25"
1446,1446,"Her new novel `is getting a good *reception* from the readers`.","彼女の新しい小説は`読者から良好な*反応*を得ている`。","2023/9/9 7:15","2024/8/26 19:26"
1447,1447,"I am wondering how secure `our online *transactions*` are.","私は`私たちのオンライン*取引*`がどれくらい安全かと思っている。","2023/9/9 7:15","2024/8/26 19:27"
1448,1448,"Some chemicals can cause `genetic *mutations*` in humans.","化学薬品の中には人間の`遺伝子の*突然変異*`を引き起こしかねないものがある。","2023/9/9 7:15","2024/8/26 19:28"
1449,1449,"I am trying to `eat less red meat and *dairy*`.","私は`赤肉と*乳製品*を取る量を減らそ`うとしている。","2023/9/9 7:15","2024/8/27 10:46"
1450,1450,"She `felt deep *compassion* for the victims` of the accident.","彼女はその事故の`犠牲者に深い*同情*を感じた`。","2023/9/9 7:15","2024/8/27 10:47"
1451,1451,"This chair helps people `maintain a good *posture*`.","この椅子は人が`よい*姿勢*を保つ`助けになる。","2023/9/9 7:15","2024/8/27 10:48"
1452,1452,"Being angry, he `released a scream and a *curse*`.","かっとなって、彼は`叫び声と*ののしりの言葉*を発した`。","2023/9/9 7:15","2024/8/27 10:49"
1453,1453,"She went back to her hometown to `attend her grandfather’s *funeral*`.","彼女は`祖父の*葬儀*に参列する`ために故郷に帰った。","2023/9/9 7:15","2024/8/27 10:50"
1454,1454,"According to `the recent national *census*`, the population is decreasing.","`最近の*国勢調査*`によると、人口は減少している。","2023/9/9 7:15","2024/8/27 10:51"
1455,1455,"This electronic dictionary contains `15 volumes of an *encyclopedia*`.","この電子辞書は`15巻の*百科事典*`を収録している。","2023/9/9 7:15","2024/8/27 10:52"
1456,1456,"Some people `avoid *cereals* to lose weight`.","`減量するために*穀物*を避ける`人もいる。","2023/9/9 7:15","2024/8/27 10:53"
1457,1457,"Our solar system is only `a *fragment* of the whole universe`.","私たちの太陽系は`宇宙全体の*断片*`にすぎない。","2023/9/9 7:15","2024/8/27 10:53"
1458,1458,"Giant pandas `have black *patches* around their eyes`.","ジャイアントパンダには`目の周りに黒い*部分*がある`。","2023/9/9 7:15","2024/8/27 10:55"
1459,1459,"In this city, most of `household *rubbish*` is burned up at a high temperature.","この市では、`家庭*ごみ*`の大半は高温で焼却される。","2023/9/9 7:15","2024/8/27 10:56"
1460,1460,"The new store is `like a complicated *maze*` for the shoppers.","その新しい店は買い物客にとって`複雑な*迷路*のよう`である。","2023/9/9 7:15","2024/8/27 10:57"
1461,1461,"Her trip to India totally `changed her *outlook* on life`.","彼女のインドへの旅は`彼女の人生*観*を`完全に`変えた`。","2023/9/9 7:15","2024/8/27 10:58"
1462,1462,"The professor finally `made a *breakthrough* in biology`.","その教授はついに`生物学における*大発見*をした`。","2023/9/9 7:15","2024/8/27 11:22"
1463,1463,"She `achieved a great *triumph*` during the tournament.","彼女はトーナメント中に`素晴らしい*勝利*を収めた`。","2023/9/9 7:15","2024/8/27 11:23"
1464,1464,"Japan is `an *ally* and trade partner` of the United States.","日本はアメリカ合衆国の`*同盟国*であり貿易相手国`である。","2023/9/9 7:15","2024/8/27 11:24"
1465,1465,"`The *spectators* of the game` were very excited about the victory.","`その試合の*観客たち*`は勝利にとても興奮していた。","2023/9/9 7:15","2024/8/27 11:25"
1466,1466,"After graduation, he and I moved in `different social *spheres*`.","卒業後、彼と私は`異なる社会的*領域*`に進んだ。","2023/9/9 7:15","2024/8/27 11:26"
1467,1467,"`A *county* has its own government` to deal with local matters.","`*郡*は`地元の問題に対処するための`独自の政府を持つ`。","2023/9/9 7:15","2024/8/27 11:29"
1468,1468,"`On *behalf* of my whole family`, I’d like to thank you for all your help.","`家族全員を*代表*して`、私はあなたのご助力に感謝したく思います。","2023/9/9 7:15","2024/8/27 11:31"
1469,1469,"The city shuttle bus runs `at *intervals* of five minutes`.","その市のシャトルバスは`5分*間隔*で`走っている。","2023/9/9 7:15","2024/8/27 11:32"
1470,1470,"Good `blood *circulation*` helps the brain stay healthy.","良好な`血液の*循環*`は脳が健康でいる助けとなる。","2023/9/9 7:15","2024/8/27 11:32"
1471,1471,"The company has decided to sell `ceramic *blades*` instead of metal ones.","その会社は金属刃の代わりに`セラミックスの*刃*`を販売することに決めた。","2023/9/9 7:15","2024/8/27 11:33"
1472,1472,"The greatest `art *theft*` in history occurred during World War II.","史上最大の`美術品*窃盗*`は第二次世界大戦中に起こった。","2023/9/9 7:15","2024/8/27 11:35"
1473,1473,"A rocket engine can operate in `the *vacuum* of space`.","ロケットエンジンは`宇宙空間の*真空*`の中で作動することができる。","2023/9/9 7:15","2024/8/27 11:35"
1474,1474,"There was `a *collision* between two boats` last night.","昨夜`2隻の船による*衝突*`があった。","2023/9/9 7:15","2024/8/27 11:36"
1475,1475,"She `found a good *bargain* at the market`.","彼女は`市場で*お買い得品*を見つけた`。","2023/9/9 7:15","2024/8/27 11:37"
1476,1476,"`Tokyo Skytree is` one of `the newest *landmarks*` in Tokyo.","`東京スカイツリーは`東京の`最も新しい*目印*`の1つである。","2023/9/9 7:15","2024/8/27 12:05"
1477,1477,"There was an increase of 5.2 percent in `tax *revenues*` last year.","昨年は5.2パーセントの`税*収*`の増加があった。","2023/9/9 7:15","2024/8/27 12:06"
1478,1478,"`A lot of international *treaties*` have been signed in Canada.","`多くの国際*条約*`がカナダで調印されてきた。","2023/9/9 7:15","2024/8/27 12:07"
1479,1479,"In many countries in the past, the king was `the *supreme* authority`.","昔は多くの国で、王は`*最高*権力者`だった。","2023/9/9 7:15","2024/8/27 12:08"
1480,1480,"`The police’s *thorough* investigation` revealed the cause of the accident.","`警察の*徹底的な*調査`が事故の原因を明らかにした。","2023/9/9 7:15","2024/8/27 12:09"
1481,1481,"The artist won an award for his sculpture of `the *naked* body`.","その美術家は`*裸*体`の彫刻で賞を取った。","2023/9/9 7:15","2024/8/27 12:10"
1482,1482,"They all accepted `her *sincere* apology`.","彼らは皆、`彼女の*心からの*謝罪`を受け入れた。","2023/9/9 7:15","2024/8/27 12:11"
1483,1483,"`Our cat is *tame*`, but she is sometimes frightened of strangers.","`私たちの猫は*人に慣れて*いる`が、時々見知らぬ人を怖がる。","2023/9/9 7:15","2024/8/27 12:12"
1484,1484,"His salary is `an *insufficient* amount for supporting his family`.","彼の給料は`彼の家族を養うには*不十分な*金額`である。","2023/9/9 7:15","2024/8/27 12:13"
1485,1485,"`The streetlights` near my house `are very *dim*`.","私の家の近くの`街灯はとても*薄暗い*`。","2023/9/9 7:15","2024/8/27 12:15"
1486,1486,"Soon after eating oysters, she `had an *acute* pain` in her stomach.","カキを食べて間もなく、彼女は胃に`*激しい*痛みを覚えた`。","2023/9/9 7:15","2024/8/27 12:16"
1487,1487,"There are parking spaces prepared for `physically *disabled* people`.","`身体*障害*者`のために駐車スペースが用意されている。","2023/9/9 7:15","2024/8/27 12:17"
1488,1488,"`A *metropolitan* area` typically has a convenient transportation system.","`*大都市*圏`には概して便利な交通機関がある。","2023/9/9 7:15","2024/8/27 12:18"
1489,1489,"He is not interested in `objects of little *monetary* value`.","彼は`*金銭的*価値のほとんどない物`には興味がない。","2023/9/9 7:15","2024/8/27 12:19"
1490,1490,"The hikers `took an *alternate* route` to the top of the mountain.","ハイカーたちは山頂まで`*代わりの*ルートを取った`。","2023/9/9 7:15","2024/8/27 12:20"
1491,1491,"Reducing waste is only `a *partial* solution to global warming`.","ごみを減らすことは`地球温暖化に対する*部分的な*解決策`にすぎない。","2023/9/9 7:15","2024/8/27 12:21"
1492,1492,"Sunlight is often used to represent `*divine* grace or revelation`.","太陽の光は`*神の*恩寵や啓示`を表すのによく使われる。","2023/9/9 7:15","2024/8/27 12:22"
1493,1493,"The man made `a *drastic* change` in his daily eating habits.","その男性は毎日の食習慣に`*抜本的な*変更`を加えた。","2023/9/9 7:15","2024/8/27 12:23"
1494,1494,"Their product survived `*fierce* competition` with another company’s.","彼らの製品は他社の製品との`*猛烈な*競争`を乗り切った。","2023/9/9 7:15","2024/8/28 10:34"
1495,1495,"Newspapers were `the *sole* source of information` for people at that time.","新聞は当時の人々にとって`*唯一の*情報源`であった。","2023/9/9 7:15","2024/8/28 10:35"
1496,1496,"He received `*spontaneous* applause from the audience` after his speech.","彼は演説の後、`聴衆からの*自然発生的な*拍手`を受けた。","2023/9/9 7:15","2024/8/28 10:36"
1497,1497,"The man described `the *spatial* layout of the room` over the phone.","男性は電話で、`その部屋の*空間*レイアウト`を説明した。","2023/9/9 7:15","2024/8/28 10:37"
1498,1498,"Some people are unable to `keep their rooms *neat* and clean`.","`自分の部屋を*きちんとした*清潔な状態に保つ`ことができない人がいる。","2023/9/9 7:15","2024/8/28 10:38"
1499,1499,"She cannot put up with `the house not being *tidy*`.","彼女は`家が*きちんと片付いて*いないの`を我慢できない。","2023/9/9 7:15","2024/8/28 10:39"
1500,1500,"Most of the employees in the company `are *loyal* to their president`.","その会社の従業員のほとんどは`社長に*忠実で*ある`。","2023/9/9 7:15","2024/8/28 10:40"
1501,1501,"This area `is *blessed* with natural beauty`.","この地域は`自然美に*恵まれて*いる`。","2023/9/9 7:15","2024/8/28 10:41"
1502,1502,"She fainted, but soon `*regained* consciousness`.","彼女は失神したが、すぐに`意識を*取り戻した*`。","2023/9/9 7:15","2024/8/28 10:42"
1503,1503,"While in Japan, Lucas tried to `*conform* to Japanese customs`.","日本にいる間、ルーカスは`日本の慣習に*順応し*`ようとした。","2023/9/9 7:15","2024/8/28 10:43"
1504,1504,"He `*enrolled* in a local gym` to learn Latin dance.","彼はラテンダンスを習うために`地元のジムに*入会した*`。","2023/9/9 7:15","2024/8/28 10:44"
1505,1505,"Members of the store `are *entitled* to a five percent discount`.","その店の会員は`5%の割引を受ける*権利が*ある`。","2023/9/9 7:15","2024/8/28 10:46"
1506,1506,"The specialists were not able to `*halt* the spread of this year’s flu`.","専門家たちは`今年のインフルエンザの蔓延を*食い止める*`ことができなかった。","2023/9/9 7:15","2024/8/28 10:47"
1507,1507,"The topic of immigration usually `*provokes* emotional reactions`.","移民の話題はたいてい`感情的な反応を*引き起こす*`。","2023/9/9 7:15","2024/8/28 10:48"
1508,1508,"Animals usually do not `*invade* the territories of other animals`.","動物はたいてい`他の動物の縄張りを*侵略し*`ない。","2023/9/9 7:15","2024/8/28 10:49"
1509,1509,"The cat somehow `*squeezed* through a gap` in the fence.","その猫はなんとかフェンスの`隙間に*押し入って*通った`。","2023/9/9 7:15","2024/8/28 10:50"
1510,1510,"The baby `*crawled* across the floor` to his mother.","その赤ん坊は`床を*這って*`母親の所に行った。","2023/9/9 7:15","2024/8/28 10:52"
1511,1511,"It takes three to four hours to `*digest* meat and fish`.","`肉や魚を*消化する*`には3、4時間かかる。","2023/9/9 7:15","2024/8/28 10:58"
1512,1512,"She was too shocked to `*utter* a word` at all.","彼女はひどくショックを受けて、`言葉を*発する*`ことが全くできなかった。","2023/9/9 7:15","2024/8/28 11:00"
1513,1513,"Politicians should `*refrain* from using bad language`.","政治家は`汚い言葉を使うのを*控える*`べきである。","2023/9/9 7:15","2024/8/28 11:01"
1514,1514,"Some scholars think `the Ainu *populated* Hokkaido` by the 13th century.","`アイヌ民族は`13世紀までには`北海道に*住み着いた*`と考える学者もいる。","2023/9/9 7:15","2024/8/28 11:02"
1515,1515,"The elevator `*accommodates* up to 12 people`.","そのエレベーターは`最大12人まで*収容する*`。","2023/9/9 7:15","2024/8/28 11:03"
1516,1516,"As an experienced navigator, he `*steered* the boat into the harbor`.","経験豊かな航海士として、彼は`船を*操縦して*入港させた`。","2023/9/9 7:15","2024/8/28 11:05"
1517,1517,"The rowboat turned over and she `nearly *drowned* in the lake`.","手漕ぎボートがひっくり返り、彼女は`湖で*溺れて死ぬ*ところだ*った*`。","2023/9/9 7:15","2024/8/28 11:06"
1518,1518,"She `*dips* biscuits in tea` before eating them.","彼女は食べる前に`紅茶にビスケットを*浸す*`。","2023/9/9 7:15","2024/8/28 11:08"
1519,1519,"She made pickles by `*soaking* cucumbers in vinegar`.","彼女は`キュウリを酢に*浸すこと*`によってピクルスを作った。","2023/9/9 7:15","2024/8/28 11:09"
1520,1520,"She `*stirred* her tea with a spoon`.","彼女は`スプーンで紅茶を*かき混ぜた*`。","2023/9/9 7:15","2024/8/28 11:10"
1521,1521,"The surgeon successfully `*transplanted* a heart into the child`.","外科医は首尾よく`その子供に心臓を*移植した*`。","2023/9/9 7:15","2024/8/28 11:12"
1522,1522,"My mother `*reassured* me that everything should go well`.","私の母は`万事うまくいくと私を*安心させた*`。","2023/9/9 7:15","2024/8/28 11:13"
1523,1523,"She `*resumed* her career` after two years of maternity leave.","彼女は2年間の産休の後、`仕事を*再開した*`。","2023/9/9 7:15","2024/8/28 11:14"
1524,1524,"He `*speculated* that life might exist on Mars`.","彼は`火星に生物が存在するかもしれないと*推測した*`。","2023/9/9 7:15","2024/8/28 11:15"
1525,1525,"`Computers have *surpassed* the human mind` in some aspects.","`コンピュータは`いくつかの点で`人間の知力を*上回った*`。","2023/9/9 7:15","2024/8/28 11:16"
1526,1526,"We all agreed to `*appoint* Mr. White music director` of our orchestra.","私たち全員が当オーケストラの`音楽監督にホワイト氏を任命する`ことに同意した。","2023/9/9 7:15","2024/8/28 11:17"
1527,1527,"She `was *intrigued* by the article` about a recently discovered plant.","彼女は最近発見された植物に関する`記事に*興味を抱い*た`。","2023/9/9 7:15","2024/8/28 11:18"
1528,1528,"`Fresh food easily *decays*` in the summer.","夏の間は`生鮮食品はすぐに*腐敗する*`。","2023/9/9 7:15","2024/8/28 11:19"
1529,1529,"The oil spill from the ship `*contaminated* the sea`.","船からの石油流出が`海を*汚染した*`。","2023/9/9 7:15","2024/8/28 11:20"
1530,1530,"He noticed that `his twisted wrist *swelled*` greatly.","彼は`捻った手首が`ひどく`*腫れている*`ことに気づいた。","2023/9/9 7:15","2024/8/28 11:21"
1531,1531,"You should `*delete* spam messages` right away.","すぐに`迷惑メールを*削除する*`べきだ。","2023/9/9 7:15","2024/8/28 11:22"
1532,1532,"I just cannot `*tolerate* his selfishness`.","私はどうしても`彼のわがままを*我慢する*`ことができない。","2023/9/9 7:15","2024/8/28 11:23"
1533,1533,"Many writers `*envy* her talent` for literature.","多くの作家が`彼女の`文学の`才能を*羨む*`。","2023/9/9 7:15","2024/8/28 11:25"
1534,1534,"She `*prayed* that her son might recover` from his illness.","彼女は`自分の息子が`病気から`回復するよう*祈った*`。","2023/9/9 7:15","2024/8/28 11:26"
1535,1535,"He `*confessed* to the judge that he did the crime`.","彼は`裁判官に自分がその罪を犯したと*白状した*`。","2023/9/9 7:15","2024/8/28 11:27"
1536,1536,"The minister `*resigned* from his post` due to his misuse of political funds.","大臣は政治資金の不正使用のせいで`その職を*辞任した*`。","2023/9/9 7:15","2024/8/28 19:20"
1537,1537,"She `*dissolved* a vitamin C tablet in water`.","彼女は`ビタミンCの錠剤を水に*溶かした*`。","2023/9/9 7:15","2024/8/28 19:20"
1538,1538,"She `*unfolded* the letter` inside the envelope.","彼女は封筒の中の`手紙を*開いた*`。","2023/9/9 7:15","2024/8/28 19:21"
1539,1539,"He `is often *awakened* by nightmares`.","彼は`悪夢で*目覚める*ことが多い`。","2023/9/9 7:15","2024/8/28 19:22"
1540,1540,"He `*conceived* a new business plan` while taking a bath.","彼は入浴中に`新しい事業計画を*思いついた*`。","2023/9/9 7:15","2024/8/28 19:23"
1541,1541,"Japan `has produced many young *entrepreneurs* in the IT field`.","日本は`IT分野において多くの若い*起業家*を輩出してきた`。","2023/9/9 7:15","2024/8/28 19:24"
1542,1542,"The company `has a major *stake* in the project`.","その会社は`その事業に大きな*利害関係*を持っている`。","2023/9/9 7:15","2024/8/28 19:25"
1543,1543,"`A *surplus* of apartment buildings` has lowered the cost of rent.","`アパート・マンションの*過剰*`は家賃を低下させた。","2023/9/9 7:15","2024/8/28 19:26"
1544,1544,"Pension payments should `be increased in line with *inflation*`.","年金の支払いは`*インフレ*に連動して増える`べきである。","2023/9/9 7:15","2024/8/28 19:27"
1545,1545,"`Workers in *sweatshops*` earn less than the minimum wage set by law.","`*搾取工場*の労働者`は法律に定められた最低賃金より稼ぎが少ない。","2023/9/9 7:15","2024/8/28 19:28"
1546,1546,"There were `violent *clashes* between police and demonstrators`.","`警察とデモ隊との激しい*衝突*`があった。","2023/9/9 7:15","2024/8/28 19:29"
1547,1547,"She wants to `major in *sociology* at college`.","彼女は`大学で*社会学*を専攻し`たいと思っている。","2023/9/9 7:15","2024/8/28 19:30"
1548,1548,"`*Ideologies* such as religious beliefs` or political concepts can lead to war.","`宗教的信条`や政治的概念`のような*イデオロギー*`は戦争につながりかねない。","2023/9/9 7:15","2024/8/28 19:32"
1549,1549,"She wrote some notes in `the *margin* of the page`.","彼女は`そのページの*余白*`にメモを書いた。","2023/9/9 7:15","2024/8/28 19:32"
1550,1550,"The writer decided to write about `the *realms* of fantasy`.","著者は`空想の*世界*`について書くことに決めた。","2023/9/9 7:15","2024/8/28 19:33"
1551,1551,"Many Japanese have received major awards in `the *domain* of physics`.","多くの日本人が`物理学の*分野*`で主要な賞を受賞している。","2023/9/9 7:15","2024/8/28 19:34"
1552,1552,"Computers are getting faster at `processing *algorithms*` these days.","最近、コンピュータは`*アルゴリズム*の処理`がより速くなりつつある。","2023/9/9 7:15","2024/8/28 19:35"
1553,1553,"A herd of buffalo `inhabits the nearby *prairie*`.","バッファローの群れが`近くの*大草原*に生息している`。","2023/9/9 7:15","2024/8/28 19:36"
1554,1554,"Students can study at `the *frontiers* of space engineering` at this university.","この大学では学生たちは`宇宙工学の*最先端*`で研究できる。","2023/9/9 7:15","2024/8/28 19:37"
1555,1555,"The police officer wears `a special vest to protect himself from *bullets*`.","その警官は`*銃弾*から身を守るための特殊なチョッキ`を着ている。","2023/9/9 7:15","2024/8/29 14:44"
1556,1556,"The military has been creating `a *shield* against missiles`.","軍は`ミサイルに対する*盾*`を作り出してきている。","2023/9/9 7:15","2024/8/29 14:45"
1557,1557,"She quit her job and `left in *despair*`.","彼女は`*絶望*して`、仕事を辞め`去っていった`。","2023/9/9 7:15","2024/8/29 14:46"
1558,1558,"The biggest problem of a nuclear disaster is `exposure to *radiation*`.","原子力災害の最大の問題は`*放射能*の被曝`である。","2023/9/9 7:15","2024/8/29 14:46"
1559,1559,"The doctor `gave a *placebo* to the patient` in the clinical trial.","医者は臨床試験において`その患者に*偽薬*を与えた`。","2023/9/9 7:15","2024/8/29 14:48"
1560,1560,"`Day care *nurseries*` are available to per-school children in the city.","`保育用*託児所*`は市内の就学前の子どもが利用できる。","2023/9/9 7:15","2024/8/29 14:49"
1561,1561,"The man is very glad that `he has a supportive *spouse*`.","その男性は`自分に支えとなる*配偶者*がいる`ことをとても嬉しく思っている。","2023/9/9 7:15","2024/8/29 14:50"
1562,1562,"Before the play, the actors `put on costumes and *makeup*`.","芝居の前に、役者たちは`衣装を身につけ*化粧*をした`。","2023/9/9 7:15","2024/8/29 14:51"
1563,1563,"`The *mummy* found in the tomb` was buried with a lot of gold.","`その墓で見つかった*ミイラ*`は多くの金製品ととともに埋葬されていた。","2023/9/9 7:15","2024/8/29 14:51"
1564,1564,"The trap had cut deeply into `the rabbit’s *flesh*`.","その罠は`ウサギの*肉*`に深く食い込んでいた。","2023/9/9 7:15","2024/8/29 14:53"
1565,1565,"He `stretched his long *limbs*` just after he got out of bed.","彼はベッドから出た直後に`その長い*手足*を伸ばした`。","2023/9/9 7:15","2024/8/29 14:54"
